profile_key,city,num_days,solver,num_candidates,total_relevance,avg_relevance,num_activities_included,real_overrun_day_rate,real_overrun_min_avg,idle_minutes_per_day,stops_per_day,solve_time_ms
friends_nightlife,Madrid,2,toptw,60,7.7192,0.4824,16,0.0,0.0,78.2,8.0,333
friends_nightlife,Madrid,2,toptw,80,8.2175,0.4565,18,0.0,0.0,150.0,9.0,422
friends_nightlife,Madrid,2,toptw,100,7.8692,0.4629,17,0.0,0.0,134.4,8.5,2949
friends_nightlife,Madrid,2,toptw,120,8.2175,0.4565,18,0.0,0.0,150.0,9.0,2754
friends_nightlife,Madrid,4,greedy,80,13.3458,0.4602,29,0.0,0.0,54.2,7.25,4431
friends_nightlife,Madrid,4,toptw,20,11.7685,0.4359,27,0.0,0.0,53.4,6.75,4648
friends_nightlife,Madrid,4,toptw,40,12.6461,0.4516,28,0.0,0.0,100.8,7.0,590
friends_nightlife,Madrid,4,toptw,60,11.4419,0.4238,27,0.0,0.0,51.1,6.75,1130
friends_nightlife,Madrid,4,toptw,80,13.3157,0.4161,32,0.0,0.0,59.9,8.0,379
friends_nightlife,Madrid,4,toptw,100,13.5631,0.4375,31,0.0,0.0,96.2,7.75,2550
friends_nightlife,Madrid,4,toptw,120,13.4861,0.435,31,0.0,0.0,96.5,7.75,3880
family_toddlers,Madrid,2,greedy,80,8.5881,0.6134,14,0.0,0.0,0.0,7.0,634
family_toddlers,Madrid,2,toptw,20,6.7967,0.6179,11,0.0,0.0,147.0,5.5,1029
family_toddlers,Madrid,2,toptw,40,8.3098,0.6392,13,0.0,0.0,140.1,6.5,495
family_toddlers,Madrid,2,toptw,60,9.7659,0.6511,15,0.0,0.0,63.4,7.5,366
family_toddlers,Madrid,2,toptw,80,9.38,0.6253,15,0.0,0.0,118.8,7.5,316
family_toddlers,Madrid,2,toptw,100,9.3834,0.5865,16,0.0,0.0,182.7,8.0,1009
family_toddlers,Madrid,2,toptw,120,9.4625,0.5914,16,0.0,0.0,187.5,8.0,1038
family_toddlers,Madrid,4,greedy,80,16.3972,0.5654,29,0.0,0.0,0.0,7.25,1432
family_toddlers,Madrid,4,toptw,20,14.3624,0.6245,23,0.0,0.0,217.5,5.75,2656
family_toddlers,Madrid,4,toptw,40,15.6153,0.6006,26,0.0,0.0,145.8,6.5,1151
family_toddlers,Madrid,4,toptw,60,15.8564,0.6099,26,0.0,0.0,155.6,6.5,325
family_toddlers,Madrid,4,toptw,80,17.2719,0.5757,30,0.0,0.0,131.1,7.5,377
family_toddlers,Madrid,4,toptw,100,18.2589,0.5706,32,0.0,0.0,92.8,8.0,1043
family_toddlers,Madrid,4,toptw,120,18.4401,0.5763,32,0.0,0.0,111.3,8.0,12698
family_teen,Madrid,2,greedy,80,8.1496,0.6791,12,0.0,0.0,0.0,6.0,579
family_teen,Madrid,2,toptw,20,7.364,0.7364,10,0.0,0.0,172.7,5.0,329
family_teen,Madrid,2,toptw,40,8.1653,0.6804,12,0.0,0.0,171.6,6.0,238
family_teen,Madrid,2,toptw,60,7.4492,0.6772,11,0.0,0.0,82.8,5.5,285
family_teen,Madrid,2,toptw,80,8.0258,0.6174,13,0.0,0.0,188.2,6.5,396
family_teen,Madrid,2,toptw,100,10.0033,0.6252,16,0.0,0.0,139.7,8.0,448
family_teen,Madrid,2,toptw,120,8.5951,0.6139,14,0.0,0.0,106.0,7.0,378
family_teen,Madrid,4,greedy,80,15.7912,0.6316,25,0.0,0.0,0.0,6.25,3422
family_teen,Madrid,4,toptw,20,12.2402,0.68,18,0.0,0.0,210.6,4.5,2864
family_teen,Madrid,4,toptw,40,14.4987,0.659,22,0.0,0.0,159.0,5.5,866
