id,name,country,lat,lng,last_fetched_at
d813a67f-5b22-4c49-8425-07337db4b28f,Roma,Italy,41.8933203,12.4829321,2026-03-26T19:58:04.148096
e5f92a00-3771-491e-8892-9eb262ac7198,Madrid,Spain,40.416782,-3.703507,2026-04-07T19:13:48.789136
